"","strain","state","state_group","date","year","new"
"434","KX000155_2003|2003-10-22","New York","north","2003-10-22",2003,FALSE
"435","KU840309_2001|2001-07-24","Florida","south","2001-07-24",2001,FALSE
"436","KJ469628_2001|2001","Connecticut","north","2001-XX-XX",2001,FALSE
"437","KX000122_2003|2003-10-02","New York","north","2003-10-02",2003,FALSE
"438","KJ469642_2003|2003","Connecticut","north","2003-XX-XX",2003,FALSE
"439","KJ469582_2003|2003","Connecticut","north","2003-XX-XX",2003,FALSE
"440","KX000102_2003|2003-09-30","Virginia","middle","2003-09-30",2003,FALSE
"441","KU840332_2003|2003-04-22","Florida","south","2003-04-22",2003,FALSE
"442","KU840305_2003|2003-05-06","Florida","south","2003-05-06",2003,FALSE
"443","KJ469555_2003|2003","Georgia","south","2003-XX-XX",2003,FALSE
"444","KU840350_2005|2005-05-26","Florida","south","2005-05-26",2005,FALSE
"445","KJ469568_2005|2005","Florida","south","2005-XX-XX",2005,FALSE
"446","HM210097_2005|2005-05-26","Florida","south","2005-05-26",2005,FALSE
"447","KU840296_2004|2004-06-09","Florida","south","2004-06-09",2004,FALSE
"448","KU840375_2001|2001-06-25","Florida","south","2001-06-25",2001,FALSE
"449","KJ469591_2001|2001","Florida","south","2001-XX-XX",2001,FALSE
"450","KX029294_2009|2009-09-22","Massachusetts","north","2009-09-22",2009,FALSE
"451","KX029290_2010|2010-08-20","Massachusetts","north","2010-08-20",2010,FALSE
"452","KX029268_2009|2009-08-19","Massachusetts","north","2009-08-19",2009,FALSE
"453","KU840304_2008|2008-08-07","Florida","south","2008-08-07",2008,FALSE
"454","KJ469619_2007|2007","Virginia","middle","2007-XX-XX",2007,FALSE
"455","KX000082_2009|2009-09-23","New York","north","2009-09-23",2009,FALSE
"456","KU840300_2010|2010-05-11","Florida","south","2010-05-11",2010,FALSE
"457","KJ469618_2008|2008","Virginia","middle","2008-XX-XX",2008,FALSE
"458","KJ469647_2008|2008","Virginia","middle","2008-XX-XX",2008,FALSE
"459","KX029283_2012|2012-09-05","Massachusetts","north","2012-09-05",2012,FALSE
"460","KX029256_2013|2013-09-03","Massachusetts","north","2013-09-03",2013,FALSE
"461","KX000206_2012|2012-08-24","New York","north","2012-08-24",2012,FALSE
"462","KX029235_2013|2013-08-26","Massachusetts","north","2013-08-26",2013,FALSE
"463","KX000212_2014|2014-07-29","New York","north","2014-07-29",2014,FALSE
"464","KX000126_2014|2014-09-06","New York","north","2014-09-06",2014,FALSE
"465","KX000149_2014|2014-08-07","New York","north","2014-08-07",2014,FALSE
"466","KU840355_2014|2014-08-18","Florida","south","2014-08-18",2014,FALSE
"467","KX000148_2013|2013-07-29","New York","north","2013-07-29",2013,FALSE
"468","KX000103_2013|2013-08-14","New York","north","2013-08-14",2013,FALSE
"469","KX000073_2013|2013-08-23","New York","north","2013-08-23",2013,FALSE
"470","KX000084_2013|2013-08-05","New York","north","2013-08-05",2013,FALSE
"471","KX000108_2013|2013-09-07","New York","north","2013-09-07",2013,FALSE
"472","KX000139_2013|2013-08-25","New York","north","2013-08-25",2013,FALSE
"473","KX000113_2013|2013-08-05","New York","north","2013-08-05",2013,FALSE
"474","KU840315_2008|2008-06-13","Florida","south","2008-06-13",2008,FALSE
"475","KU840348_2005|2005-05-25","Florida","south","2005-05-25",2005,FALSE
"476","KU840325_2005|2005-06-23","Florida","south","2005-06-23",2005,FALSE
"477","KJ469651_2003|2003","Virginia","middle","2003-XX-XX",2003,FALSE
"478","KJ469646_2004|2004","Virginia","middle","2004-XX-XX",2004,FALSE
"479","KJ469632_2004|2004","Virginia","middle","2004-XX-XX",2004,FALSE
"480","KU840324_2010|2010-08-18","Florida","south","2010-08-18",2010,FALSE
"481","KX000223_2014|2014-07-31","New York","north","2014-07-31",2014,FALSE
"482","KX000178_2013|2013-09-10","New York","north","2013-09-10",2013,FALSE
"483","KX000142_2013|2013-10-01","New York","north","2013-10-01",2013,FALSE
"484","KX000116_2014|2014-09-03","New York","north","2014-09-03",2014,FALSE
"485","KX000167_2013|2013-08-22","New York","north","2013-08-22",2013,FALSE
"486","KX000143_2014|2014-09-08","New York","north","2014-09-08",2014,FALSE
"487","KX000133_2014|2014-08-05","New York","north","2014-08-05",2014,FALSE
"488","KX000093_2014|2014-07-29","New York","north","2014-07-29",2014,FALSE
"489","KX000060_2014|2014-09-03","New York","north","2014-09-03",2014,FALSE
"490","KX000109_2014|2014-07-30","New York","north","2014-07-30",2014,FALSE
"491","KX000083_2013|2013-08-13","New York","north","2013-08-13",2013,FALSE
"492","KX000118_2013|2013-10-03","New York","north","2013-10-03",2013,FALSE
"493","KX000194_2013|2013-09-10","New York","north","2013-09-10",2013,FALSE
"494","KU840376_2012|2012-06-26","Florida","south","2012-06-26",2012,FALSE
"495","KX000123_2014|2014-09-03","New York","north","2014-09-03",2014,FALSE
"496","KX000121_2014|2014-09-08","New York","north","2014-09-08",2014,FALSE
"497","KU840301_2014|2014-06-18","Florida","south","2014-06-18",2014,FALSE
"498","KU840374_2013|2013-09-27","Florida","south","2013-09-27",2013,FALSE
"499","KU840363_1994|1994-03-27","Florida","south","1994-03-27",1994,FALSE
"500","HM210096_1994|1994-03-27","Florida","south","1994-03-27",1994,FALSE
"501","KJ469602_1996|1996","Florida","south","1996-XX-XX",1996,FALSE
"502","KJ469616_1994|1994","New York","north","1994-XX-XX",1994,FALSE
"503","KJ469638_1989|1989","Delaware","middle","1989-XX-XX",1989,FALSE
"504","KJ469610_1990|1990","Rhode Island","north","1990-XX-XX",1990,FALSE
"505","KU840351_2001|2001-10-24","Florida","south","2001-10-24",2001,FALSE
"506","KU840307_2005|2005-06-28","Florida","south","2005-06-28",2005,FALSE
"507","KJ469561_2005|2005","Florida","south","2005-XX-XX",2005,FALSE
"508","KU840291_1991|1991-08-02","Florida","south","1991-08-02",1991,FALSE
"509","KU840311_2008|2008-03-19","Florida","south","2008-03-19",2008,FALSE
"510","KU840354_1994|1994-08-03","Florida","south","1994-08-03",1994,FALSE
"511","KJ469577_1994|1994","Florida","south","1994-XX-XX",1994,FALSE
"512","KJ469639_1983|1983","Maryland","middle","1983-XX-XX",1983,FALSE
"513","KJ469634_1989|1989","Mississippi","west","1989-XX-XX",1989,FALSE
"514","KJ469559_2009|2009","USA","USA","2009-XX-XX",2009,FALSE
"515","KJ469573_1982|1982","Michigan","north","1982-XX-XX",1982,FALSE
"516","KJ469587_1983|1983","Mississippi","west","1983-XX-XX",1983,FALSE
"517","KX029319_2013|2013-08-27","Massachusetts","north","2013-08-27",2013,FALSE
"518","KX029279_2013|2013-10-07","Massachusetts","north","2013-10-07",2013,FALSE
"519","KX029274_2014|2014-08-11","Massachusetts","north","2014-08-11",2014,FALSE
"520","KX029232_2014|2014-07-15","Massachusetts","north","2014-07-15",2014,FALSE
"521","KX029260_2014|2014-08-04","Massachusetts","north","2014-08-04",2014,FALSE
"522","KU840302_2004|2004-06-29","Florida","south","2004-06-29",2004,FALSE
"523","KU840331_2010|2010-06-23","Florida","south","2010-06-23",2010,FALSE
"524","KU840368_2012|2012-01-06","Florida","south","2012-01-06",2012,FALSE
