strain,state,state_group,date,year,new
KX000178_2013|2013-09-10,New_York,north,2013-09-10,2013,FALSE
KX000142_2013|2013-10-01,New_York,north,2013-10-01,2013,FALSE
KX000116_2014|2014-09-03,New_York,north,2014-09-03,2014,FALSE
KX000167_2013|2013-08-22,New_York,north,2013-08-22,2013,FALSE
KX000143_2014|2014-09-08,New_York,north,2014-09-08,2014,FALSE
KX000133_2014|2014-08-05,New_York,north,2014-08-05,2014,FALSE
KX000093_2014|2014-07-29,New_York,north,2014-07-29,2014,FALSE
KX000060_2014|2014-09-03,New_York,north,2014-09-03,2014,FALSE
KX000109_2014|2014-07-30,New_York,north,2014-07-30,2014,FALSE
KX000083_2013|2013-08-13,New_York,north,2013-08-13,2013,FALSE
KX000118_2013|2013-10-03,New_York,north,2013-10-03,2013,FALSE
KX000194_2013|2013-09-10,New_York,north,2013-09-10,2013,FALSE
KU840376_2012|2012-06-26,Florida,south,2012-06-26,2012,FALSE
KX000123_2014|2014-09-03,New_York,north,2014-09-03,2014,FALSE
KX000121_2014|2014-09-08,New_York,north,2014-09-08,2014,FALSE
KU840301_2014|2014-06-18,Florida,south,2014-06-18,2014,FALSE
KU840374_2013|2013-09-27,Florida,south,2013-09-27,2013,FALSE
KU840363_1994|1994-03-27,Florida,south,1994-03-27,1994,FALSE
HM210096_1994|1994-03-27,Florida,south,1994-03-27,1994,FALSE
KJ469602_1996|1996,Florida,south,,1996,FALSE
KJ469616_1994|1994,New_York,north,,1994,FALSE
KJ469638_1989|1989,Delaware,middle,,1989,FALSE
KJ469610_1990|1990,Rhode_Island,north,,1990,FALSE
KU840351_2001|2001-10-24,Florida,south,2001-10-24,2001,FALSE
KU840307_2005|2005-06-28,Florida,south,2005-06-28,2005,FALSE
KJ469561_2005|2005,Florida,south,,2005,FALSE
KU840291_1991|1991-08-02,Florida,south,1991-08-02,1991,FALSE
KU840311_2008|2008-03-19,Florida,south,2008-03-19,2008,FALSE
KU840354_1994|1994-08-03,Florida,south,1994-08-03,1994,FALSE
KJ469577_1994|1994,Florida,south,,1994,FALSE
KJ469639_1983|1983,Maryland,middle,,1983,FALSE
KJ469634_1989|1989,Mississippi,west,,1989,FALSE
KJ469559_2009|2009,USA,USA,,2009,FALSE
KJ469573_1982|1982,Michigan,north,,1982,FALSE
KJ469587_1983|1983,Mississippi,west,,1983,FALSE
KX029319_2013|2013-08-27,Massachusetts,north,2013-08-27,2013,FALSE
KX029279_2013|2013-10-07,Massachusetts,north,2013-10-07,2013,FALSE
KX029274_2014|2014-08-11,Massachusetts,north,2014-08-11,2014,FALSE
KX029232_2014|2014-07-15,Massachusetts,north,2014-07-15,2014,FALSE
KX029260_2014|2014-08-04,Massachusetts,north,2014-08-04,2014,FALSE
KU840302_2004|2004-06-29,Florida,south,2004-06-29,2004,FALSE
KU840331_2010|2010-06-23,Florida,south,2010-06-23,2010,FALSE
KU840368_2012|2012-01-06,Florida,south,2012-01-06,2012,FALSE
